source_file,project_name,page,section_hint,category_rank_on_page,primary_category,keyword_score,matched_keywords,text_excerpt
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,2,619.99 ㎡,1,공사개요/총칙,4,공사개요; 공사명; 대지 위치; 공사 기간,1. 공 사 명 : 중앙대학교 다빈치캠퍼스 905관(자연공학관3관) 장애인용 승강기 설치공사
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,3,619.99 ㎡,1,토공사/기초,3,토공사; 기초; 기초공사,제 5 장 : 철 골 공 사 ・・・・・・・・・・・・・・・ 22
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,3,619.99 ㎡,2,철근콘크리트,2,철근; 콘크리트,제 5 장 : 철 골 공 사 ・・・・・・・・・・・・・・・ 22
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,3,619.99 ㎡,3,지붕/홈통/방수,2,지붕; 홈통,제 6 장 : 지붕 및 홈통공사 ・・・・・・・・・・・・・・・ 31
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,4,총 칙,1,공사개요/총칙,10,적용범위; 설계도서; 용어; 발주자; 수급인; 시공자; 담당원; 감리자; 적용규정; 법령,"바. ""지시""라 함은 발주자 측에서 발의하여 담당원이 시공자에 대하여 공사감독의 소관업무에 관한 방침 ․"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,4,총 칙,2,관리/행정/공정,6,공사관리; 하도급; 협의; 승인; 검사; 입회,"나. 시공자에 대한 담당원의 지시, 승인 및 협의 또는 검사는 모두 담당원의 권한과 책임으로 간주한"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,4,총 칙,3,안전/보건,3,안전; 보건; 산업안전보건,"나. 건축법, 건설기술진흥법, 건설산업기본법, 근로기준법, 산업안전보건법, 환경보전관계법, 산업표준화법, 기타"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,5,1. 1. 10 경미한 변경,1,공사개요/총칙,7,설계도서; 발주자; 시공자; 담당원; 감리자; 관련법규; 법령,가. 시공자는 계약서 및 설계도서 등에서 지정한 것과 담당원이 지시한 각종 보고를 지정한 기일 내에 지체없이
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,5,1. 1. 10 경미한 변경,2,관리/행정/공정,6,현장대리인; 공사관리; 협의; 보고; 제출; 승인,"배치된 현장대리인과 건설기술자는 담당원의 승인 없이 현장을 이탈하지 못하며, 공사관리 기타 기술상의"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,5,1. 1. 10 경미한 변경,3,가설공사/비계,1,가설,가. 설계도서에 지정이 있는 경우를 제외하고 가설․공법 등 공사를 완성함에 필요한 수단․방법에 대하여는
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,6,1. 2. 3 설계도서 등의 비치,1,관리/행정/공정,7,예정공정표; 공정표; 시공계획서; 협의; 보고; 제출; 승인,"응력계산서, 공사예정공정표, 시공계획서, 기상표 및 기타 필요한 도서류 등을 비치하여야 한"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,6,1. 2. 3 설계도서 등의 비치,2,공사개요/총칙,6,설계도서; 계약문서; 발주자; 시공자; 담당원; 법령,가. 시공자는 담당원의 승인을 받아 공사를 시행하기 위하여 직접 필요한 용지(用地)로서 발주자의 토지를
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,6,1. 2. 3 설계도서 등의 비치,3,가설공사/비계,6,가설; 현장사무소; 가설울타리; 비계; 발판; 공사용 도로,"가. 가설울타리 비계 및 발판, 공사현장사무소 현장창고, 가설설비 등 기타 공사용 가설시설물의 설치는 특기에"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,7,1. 2. 13 정리 정비 청소,1,관리/행정/공정,7,시공계획서; 협의; 보고; 제출; 승인; 검사; 입회,"배합을 정하여야 하는 재료는, 시공계획서와 함께 배합표를 담당원에게 제출하여 승인을 받는"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,7,1. 2. 13 정리 정비 청소,2,자재관리,7,재료; 반입; 보관; 견본; 배합; 불합격; 한국산업규격,"가. 시험 또는 검사 종료후, 합격한 반입재료는 소정의 장소에 정돈하여 적절한 보관을 한"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,7,1. 2. 13 정리 정비 청소,3,공사개요/총칙,4,설계도서; 시공자; 담당원; 법령,시공자는 건설공사로 인하여 발생하는 공해 및 민원에 대하여는 신속히 대처하여 공사완료전에 해결하여야
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,8,1. 3. 5 지급재료 및 대여품,1,관리/행정/공정,6,공정표; 시공계획서; 보고; 제출; 승인; 입회,"시공은 설계도서, 그리고 담당원의 승인을 받은 공정표 시공계획서 원척도 시공도 등에 따라 시행한"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,8,1. 3. 5 지급재료 및 대여품,2,공사개요/총칙,5,공사 기간; 설계도서; 발주자; 시공자; 담당원,"나. 시공자는 발주자가 설치한 측량말뚝을 이동 또는 손상시켜서는 안 되며, 만일 이동이 필요할 때에는 담당원의"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,8,1. 3. 5 지급재료 및 대여품,3,자재관리,4,자재; 재료; 반입; 보관,"나. 지급재료는 담당원의 입회하에 검수하고, 시공자의 책임 하에 적절한 보관을 한"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,9,1. 4. 9 규준틀,1,자재관리,7,재료; 반입; 보관; 운반; 취급; 견본; 배합,"폭발물 기타 위험물의 운반, 보관 및 사용 등의 취급은 관계법규에 따라 확실하고 안전하게 하여야 한"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,9,1. 4. 9 규준틀,2,관리/행정/공정,6,협의; 보고; 제출; 승인; 검사; 입회,"대하여는 담당원의 입회하에 모양 치수 강도 품질 등을 확인하고 그 기록, 기타 필요한 자료(검사보고서,"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,9,1. 4. 9 규준틀,3,공사개요/총칙,4,설계도서; 시공자; 담당원; 법령,"가. 시공자는 한 공정을 완료한 때에 그 시공이 설계도서에 정한 조건에 적합함을 계측 등에 의하여 확인하고,"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,10,"1. 6 안전, 보건 및 환경관리",1,안전/보건,14,안전; 보건; 안전관리자; 안전조치; 안전교육; 산업안전보건; 보호구; 안전모; 추락; 붕괴; 화재; 응급조치; 재해; 사고보고,"시공자는 산업안전보건법 및 기타 관계법령을 준수하고, 공사시공에 수반하는 각종 재해를 방지하기 위하여"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,10,"1. 6 안전, 보건 및 환경관리",2,환경관리,11,환경; 환경관리; 환경오염; 비산먼지; 소음; 진동; 수질; 대기; 경관; 환경보전; 오염방지,"시공자는 대기환경보전법, 수질환경보전법, 소음 진동규제법 기타 환경관련법령을 준수하여 공사시공에 수반하여"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,10,"1. 6 안전, 보건 및 환경관리",3,공사개요/총칙,3,시공자; 담당원; 법령,"시공자는 산업안전보건법 및 기타 관계법령을 준수하고, 공사시공에 수반하는 각종 재해를 방지하기 위하여"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,11,1. 7 공사기록 등,1,공사개요/총칙,3,발주자; 시공자; 담당원,"시공자는 담당원의 지시에 따라 공사에 대한 기록사진을 촬영하되, 시공중일 때와 시공 후의 사진이 선명하게"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,11,1. 7 공사기록 등,2,관리/행정/공정,3,보고; 제출; 입회,공사가 완성된 때에는 공사시방서에 따라 준공도를 작성 정리하여 담당원에게 제출한
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,11,1. 7 공사기록 등,3,환경관리,3,환경; 환경관리; 경관,"시험성적, 안전 환경관리 기록 등 공사 전반에 관하여 필요한 사항을 기록, 비치하고 준공시에 담당원에게"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,12,2. 3 현장재료창고,1,가설공사/비계,7,가설; 재료창고; 가설울타리; 규준틀; 비계; 발판; 강관비계,가. 공사장 주위에는 공사기간 중 가설울타리(PIPE+보호막)를 H:1.8M 설치하고 공사장 출입이 편리한 곳에
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,12,2. 3 현장재료창고,2,관리/행정/공정,4,협의; 승인; 검사; 입회,"가. 급수, 배수, 전등, 동력 기타 각종 설비는 필요에 따라 담당원과 협의하여 시설하되, 임시전력 수전은"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,12,2. 3 현장재료창고,3,안전/보건,3,안전; 보건; 산업안전보건,나. 재료 및 구조 기타 이 절에 해당하는 사항 이외에 건축법 및 산업안전보건법 기타 관계법규에 따른
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,13,2. 3 현장재료창고,1,가설공사/비계,4,비계; 발판; 강관비계; 틀비계,부재 및 부속철물은 KS F 8002(강관비계)산업안전보건법에 합격한 것을 사용한
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,13,2. 3 현장재료창고,2,안전/보건,3,안전; 보건; 산업안전보건,부재 및 부속철물은 KS F 8002(강관비계)산업안전보건법에 합격한 것을 사용한
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,13,2. 3 현장재료창고,3,토공사/기초,2,기초; 지반,연약지반에서는 소요 폭의 깔판을 비계기둥에 3본이상 연결 되도록 깔아댄
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,14,2. 7. 6 특수비계,1,가설공사/비계,6,비계; 발판; 달비계; 비계다리; 난간; 방호선반,라. 와어어로프는 그것에 가해지는 인장하중의 10배의 강도의 것을 사용하고 또한 본 달비계의와이어로프는
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,14,2. 7. 6 특수비계,2,안전/보건,2,안전; 낙하,구조계산에 의한 작업중의 안전성을 확인한 후 담당원의 승인을 받아 사용한
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,14,2. 7. 6 특수비계,3,철근콘크리트,2,콘크리트; 이음,나. 발판널은 내밀리지 않도록 깔고 이음 부분은 될 수 있는한 겹침이음을 피하고 비계장선 등에 완전히
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,15,2. 7. 6 특수비계,1,토공사/기초,9,토공사; 기초; 터파기; 굴토; 절토; 흙막이; 지반; 토질; 기초공사,나. 건축공사 착수 전에 대지에 관한 제반사항을 조사하여 감독자에게 제출하여야 하며 굴토공사로
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,15,2. 7. 6 특수비계,2,관리/행정/공정,5,공정표; 협의; 보고; 제출; 승인,토공사 계획도 및 장비투입계획 등에 관한 공정표를 작성하여 감독자의 승인을 받는
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,15,2. 7. 6 특수비계,3,가설공사/비계,5,비계; 발판; 난간; 방호선반; 추락방지,2) 방호선반의 내민길이는 비계발판의 외측에서 2m이상으로 하고 수평면과 선반이 이루는
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,16,2. 7. 6 특수비계,1,토공사/기초,12,토공사; 기초; 터파기; 굴토; 되메우기; 성토; 배수; 흙막이; 지반; 지내력; 잔토; 발파,가. 설계기준 기초 지반 지내력: 구조계산서 참조
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,16,2. 7. 6 특수비계,2,관리/행정/공정,5,협의; 보고; 제출; 승인; 입회,라. 시공자는 시험결과에 대한 보고서를 작성하여 감독자에게 제출하고 승인을 받아야 한
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,16,2. 7. 6 특수비계,3,환경관리,3,폐기물; 진동; 지하수,마. 경사면 상단에는 하중이나 진동이 걸리지 않도록 한
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,17,2. 7. 6 특수비계,1,토공사/기초,7,토공사; 기초; 굴토; 되메우기; 지반; 토질; 토류판,감리책임 : 굴토 및 되메우기=토공사 설계도서 작성자
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,17,2. 7. 6 특수비계,2,공사개요/총칙,3,설계도서; 시공자; 감리자,"토공사 설계도서 작성, 착공계 신고(설계자 및 감리자의 적법확인 여부)토질 및 기초 또는"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,17,2. 7. 6 특수비계,3,관리/행정/공정,3,협의; 보고; 제출,라. 하자보수 보증기간 : 준공 후 2년 대관청 감리업무보고 (2주 1회)
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,18,3. 3 지정 및 기초공사,1,토공사/기초,9,기초; 터파기; 굴토; 배수; 지하수위; 지반; 지내력; 밑창콘크리트; 기초공사,"1) 기초공사는 도면에 의거하여 소정의 깊이대로 굴토한 후 지질조사 보고서와 비교, 검토한 후 향하여야 한"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,18,3. 3 지정 및 기초공사,2,공사개요/총칙,4,설계도서; 시공자; 담당원; 감리자,시공자는 영구배수처리시스템 도서를 작성하여 감독관 및 감리자의 승인을 득한 후 시공한
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,18,3. 3 지정 및 기초공사,3,관리/행정/공정,4,설계변경; 보고; 제출; 승인,시공자는 영구배수처리시스템 도서를 작성하여 감독관 및 감리자의 승인을 득한 후 시공한
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,19,3. 3 지정 및 기초공사,1,철근콘크리트,7,콘크리트; 거푸집; 부어넣기; 이음; 압축강도; 긴결철물; 받침기둥,"거푸집은 콘크리트 부어넣기에 앞서 설계치수의 확인, 매입철물의 위치 및 수량, 받침기둥의"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,19,3. 3 지정 및 기초공사,2,자재관리,5,자재; 재료; 보관; 운반; KS,"가. 배근, 거푸집의 조립 또는 이에 따른 자재의 운반 및 쌓기등은 이들 하중을 받는 콘크리트가"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,19,3. 3 지정 및 기초공사,3,품질관리/시험,3,시험기관; 압축강도; 강도시험,표에 나타난 일수이상 나타난 일수이상 경과하면 압축강도 시험을 하지 않고도 떼어낼 수 있다
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,20,4. 1. 8 받침기둥 바꾸어 세우기,1,철근콘크리트,6,철근; 콘크리트; 거푸집; 슬래브; 압축강도; 받침기둥,"받침기둥의 존치기간은 슬래브밑, 보밑 모두 설계기준강도의 100％이상 콘크리트 압축강도가"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,20,4. 1. 8 받침기둥 바꾸어 세우기,2,자재관리,3,재료; 취급; KS,"가. 철근은 KSD 3504의 규정에 합격한 SD 30 (Fy=3,000MPa)----D로표기"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,20,4. 1. 8 받침기둥 바꾸어 세우기,3,관리/행정/공정,2,승인; 검사,경우는 그 범위와 방법을 정하여 담당원의 승인을 받는
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,21,4. 1. 8 받침기둥 바꾸어 세우기,1,철근콘크리트,7,철근; 콘크리트; 거푸집; 부어넣기; 정착; 이음; 슬래브,3. 내압슬래브의 하단철근의 정착길이는 일반정착(L
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,21,4. 1. 8 받침기둥 바꾸어 세우기,2,철골공사,2,용접; 정착,3. 내압슬래브의 하단철근의 정착길이는 일반정착(L
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,21,4. 1. 8 받침기둥 바꾸어 세우기,3,공사개요/총칙,1,담당원,"나. 철근 이음은 겹친 이음을 원칙으로 하되, 전기용접을 할 경우 담당원의 승인을 받는"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,22,4. 1. 8 받침기둥 바꾸어 세우기,1,철근콘크리트,8,철근; 콘크리트; 레미콘; 양생; 부어넣기; 다짐; 피복두께; 압축강도,철근콘크리트의 4주 압축강도는 fck = 30MPa 이상이어야 한
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,22,4. 1. 8 받침기둥 바꾸어 세우기,2,품질관리/시험,3,품질관리; 압축강도; 강도시험,"나. 압축강도 시험은 KSF 2401, KSF 2402, 2409, 2421, 2449 방법에 따라 실시하며"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,22,4. 1. 8 받침기둥 바꾸어 세우기,3,공사개요/총칙,2,시공자; 담당원,나. 시공자는 콘크리트의 운반 부어넣기 및 다짐에 앞서 다음사항에 대하여 담당원의 승인을 받는
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,23,4. 1. 8 받침기둥 바꾸어 세우기,1,자재관리,3,재료; 운반; 배합,3) 콘크리트 운반에 U자형 슈트를 사용할 때에는 철재 또는 내부 금속판 붙임으로 하고 슈트의 경사는
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,23,4. 1. 8 받침기둥 바꾸어 세우기,2,철근콘크리트,3,콘크리트; 거푸집; 부어넣기,"4) 압송관은 거푸집, 배근 및 부어넣은 콘크리트에 진동 등에 의한 좋지 못한 영향이"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,23,4. 1. 8 받침기둥 바꾸어 세우기,3,금속/창호/유리,2,금속; 철물,3) 콘크리트 운반에 U자형 슈트를 사용할 때에는 철재 또는 내부 금속판 붙임으로 하고 슈트의 경사는
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,24,4. 4. 2 부어넣기 전의 준비,1,철근콘크리트,9,철근; 콘크리트; 거푸집; 양생; 부어넣기; 다짐; 이음; 슬래브; 압축강도,부어넣기 속도는 콘크리트의 워키빌리티 및 부어넣을 장소의 시공조건 등에 따라 양호한 다짐이 될 수
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,24,4. 4. 2 부어넣기 전의 준비,2,공사개요/총칙,2,시공자; 담당원,"다만, 연속부어넣기 부위에 결함이 생기지 않도록 특별한 방법으로 강구한 경우에는 담당원의 승인을 받아"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,24,4. 4. 2 부어넣기 전의 준비,3,관리/행정/공정,2,승인; 검사,"다만, 연속부어넣기 부위에 결함이 생기지 않도록 특별한 방법으로 강구한 경우에는 담당원의 승인을 받아"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,25,4. 4. 2 부어넣기 전의 준비,1,공사개요/총칙,6,적용범위; 설계도서; 용어; 시공자; 담당원; 법령,2)를 적용하는 경우에는 담당원의 승인을 받는
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,25,4. 4. 2 부어넣기 전의 준비,2,철근콘크리트,6,콘크리트; 양생; 부어넣기; 압축강도; 코어; 공시체,부어넣은 구조체 콘크리트에서 채취한 코어 공시체의 압축강도시험에 의하여 아래와 같이 ‘나～마’항에
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,25,4. 4. 2 부어넣기 전의 준비,3,관리/행정/공정,4,시공계획서; 협의; 승인; 검사,가. 구조체 콘크리트의 압축강도 검사는 부어넣는 콘크리트에서 시료를 채취하여 만든 원주공시체 또는
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,26,4. 4. 2 부어넣기 전의 준비,1,관리/행정/공정,6,공정표; 시공계획서; 협의; 제출; 승인; 검사,"시공자 등은 공사 착수전에 시공계획서, 공장제작요령서, 현장시공요렁서, 공정표 등을 작성하여 담당원의 승"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,26,4. 4. 2 부어넣기 전의 준비,2,공사개요/총칙,4,공사개요; 설계도서; 시공자; 담당원,"협의 : 시공자 등이 그 책임을 지고 입안한 내용에 대하여 담당원과 합의하여 최적의 수단, 방법 등을 선정하"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,26,4. 4. 2 부어넣기 전의 준비,3,품질관리/시험,2,품질관리; 품질보증,품질관리 : 요구되는 품질의 철골을 제작하기 위한 수단의 체계를 말한
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,27,4. 4. 2 부어넣기 전의 준비,1,철골공사,4,철골; 고력볼트; 용접; 볼트접합,2) 철골의 품질보증을 하기 위하여 시공자 등은 담당원과 상호협력하여 각각 분담된 역할을 해야한
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,27,4. 4. 2 부어넣기 전의 준비,2,공사개요/총칙,3,공사개요; 시공자; 담당원,2) 철골의 품질보증을 하기 위하여 시공자 등은 담당원과 상호협력하여 각각 분담된 역할을 해야한
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,27,4. 4. 2 부어넣기 전의 준비,3,관리/행정/공정,2,시공계획서; 검사,반입검사의 종류 및 요령 등은 설계자 등의 공사시방서에 따른
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,28,4. 4. 2 부어넣기 전의 준비,1,관리/행정/공정,5,협의; 보고; 제출; 승인; 검사,"철골제작업자는 제작자 검사의 결과를 기록하고, 필요에 따라 보고서로 정리하여 담당원에게 제출한"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,28,4. 4. 2 부어넣기 전의 준비,2,철골공사,3,철골; 강재; 용접,"나. 표 08010.1에 해당되지 않는 구조용 강재를 사용하는 경우, 공사시방서에 따른"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,28,4. 4. 2 부어넣기 전의 준비,3,공사개요/총칙,2,설계도서; 담당원,철골제작업자는 시공에 들어가기 전에 설계도서와 계약도서 등의 공사관련 서류로 부터 설계품질을 정확하
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,29,2.4 재료시험 및 용접성시험,1,철골공사,7,철골; 강재; 앵커볼트; 고력볼트; 용접; 스터드; 용접재료,"가. 용접재료는 표 08010.4에 나타낸 KS 규격품 중에서 모재의 종류, 치수 및 용접조건에 적합한 것으로 한"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,29,2.4 재료시험 및 용접성시험,2,자재관리,2,재료; KS,"가. 용접재료는 표 08010.4에 나타낸 KS 규격품 중에서 모재의 종류, 치수 및 용접조건에 적합한 것으로 한"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,29,2.4 재료시험 및 용접성시험,3,관리/행정/공정,1,검사,"용차는 부칙5(철골정밀도 검사기준)에 따르고, 이 기준에 정한 바 없는 사항 및 특별히 규정하는 사항에 대"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,30,2.4 재료시험 및 용접성시험,1,철골공사,5,강재; 고력볼트; 용접; 스터드; 용접재료,표 08010.1 이외의 강재에 관해서는 KS D 0001(강재의 검사통칙)에 따라서 재료시험 및 용접성시험을 한
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,30,2.4 재료시험 및 용접성시험,2,자재관리,4,재료; 반입; 보관; KS,표 08010.1 이외의 강재에 관해서는 KS D 0001(강재의 검사통칙)에 따라서 재료시험 및 용접성시험을 한
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,30,2.4 재료시험 및 용접성시험,3,공사개요/총칙,1,담당원,"다만, 이미 시행한 시험의 결과에 의해 담당원이 지장이 없는 것"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,31,1.2 시공계획과 관리,1,철골공사,5,철골; 강재; 앵커볼트; 주각; 정착,"가. 이 항은 철골부재와 철근 콘크리트 부재의 접합(정착)의 대표적인 부분인 주각의 현장시공 중, 앵커볼트, 베"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,31,1.2 시공계획과 관리,2,공사개요/총칙,4,적용범위; 설계도서; 시공자; 담당원,공사현장의 시공자는 필요에 따라 철골공사 담당기술자(이하 담당기술자라 한다)를 별도로 정하여 담당업무와
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,31,1.2 시공계획과 관리,3,관리/행정/공정,4,공사관리; 시공계획서; 승인; 검사,"수립한 후 시공계획서를 작성하고, 담당원의 승인을 받는"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,32,1.3.10 시공의 정밀도,1,철골공사,5,철골; 앵커볼트; 고력볼트; 용접; 현장접합,콘크리트 경화 후 앵커볼트의 위치를 계측하여 공사시방서에 정한 바가 없는 경우 부칙 5(철골정밀도 검사
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,32,1.3.10 시공의 정밀도,2,자재관리,3,반입; 운반; 취급,"건물의 규모, 형상, 대지 및 공정 등의 조건을 근거로 하여 반입방법, 설치순서, 설치기계, 양중방법 등의 설"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,32,1.3.10 시공의 정밀도,3,철근콘크리트,3,콘크리트; 양생; 이음,나. 베이스 모르터는 철골 설치 전 3일 이상 양생하여야 한
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,33,1.5 설치정밀도,1,철골공사,3,철골; 고력볼트; 용접,그림 08020.2의 용접접합에서 일렉션피스 등에 사용하는 가볼트는 고력볼트를 사용하여 모두 조인
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,33,1.5 설치정밀도,2,관리/행정/공정,1,검사,"설치정밀도는 공사시방서에 정한 바가 없는 경우, 부칙 5(철골정밀도 검사기준)에 따른"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,33,1.5 설치정밀도,3,안전/보건,1,안전,"웨브의 볼트가 2열 이상인 경우, 안전성을 검토하여"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,34,1.6 현장접합,1,철골공사,6,고력볼트; 용접; 스터드; 현장접합; 볼트접합; 용접재료,"고력볼트 현장조임은 08015.3(고력볼트접합)에 따라서 볼트의 종류, 축력관리방법, 시공순서 등을 명시한 고"
normal.pdf,중앙대학교 다빈치캠퍼스 905관 장애인용 승강기 설치공사,34,1.6 현장접합,2,자재관리,3,재료; 반입; 취급,용접기기는 현장용접에 적합한 것으로서 용접공이 충분하게 취급할 수 있도록 숙련시켜야 한
